"","connection","date","time","from","to","vehicle","occupancy","line","from.station","from.name","from.longitude","from.latitude","from.avg_stop_times","from.prov","from.count","from.groups","from.k","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.station","to.name","to.longitude","to.latitude","to.avg_stop_times","to.prov","to.count","to.groups","to.k","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","occ_binary","date_time","hour","min","min_of_day","day_of_week","dist_morning_rush","dist_evening_rush","dist_rush","from_bruss","to_bruss","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","to_from_maj_hub","in_group","in_group_maj","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12"
"1300","008814001/20161006/IC3238",2016-10-06,"04:48:39 PM","008814001","008814308","IC3238","medium","l.96","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","0",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"Y","N","Y","IC",20,11,69,20,10,"wt.119","Y","Y","N",434.356936416185,399.5,"N","Y","N","N","N","N","N"
"1301","008814001/20161006/S32288",2016-10-06,"05:05:24 PM","008814001","008895208","S32288","medium","l.89","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008895208","Zottegem",3.81441,50.869102,78.164739884393,"Oost-Vlaanderen",48,"g2","k = 11",343,"mg3","N","N","0",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"Y","N","Y","S",26,11,69,20,10,"wt.119","Y","N","N",382.390173410407,354,"N","N","N","N","N","N","N"
"1302","008814001/20161006/S32288",2016-10-06,"05:05:34 PM","008814001","008895208","S32288","medium","l.89","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008895208","Zottegem",3.81441,50.869102,78.164739884393,"Oost-Vlaanderen",48,"g2","k = 11",343,"mg3","N","N","0",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"Y","N","Y","S",26,11,69,20,10,"wt.119","Y","N","N",382.390173410407,354,"N","N","N","N","N","N","N"
"1303","008814001/20161006/S32288",2016-10-06,"05:05:44 PM","008814001","008895208","S32288","low","l.89","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008895208","Zottegem",3.81441,50.869102,78.164739884393,"Oost-Vlaanderen",48,"g2","k = 11",343,"mg3","N","N","0",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"Y","N","Y","S",26,11,69,20,10,"wt.119","Y","N","N",382.390173410407,354,"N","N","N","N","N","N","N"
"1304","008812005/20161006/IC2215",2016-10-06,"05:09:39 PM","008812005","008831401","IC2215","high","l.35","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"g3","k = 11",300,"mg1","N","N","1",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"Y","N","Y","IC",17,11,69,20,10,"wt.119","Y","N","N",362.592485549134,361.5,"N","Y","N","N","N","N","N"
"1305","008812005/20161006/P8007",2016-10-06,"05:26:16 PM","008812005","008892080","P8007","low","l.50A","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008892080","De Pinte",3.650465,50.997063,66.78901734104,"Oost-Vlaanderen",79,"g2","k = 11",343,"mg1","N","N","0",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"Y","N","Y","P",15,11,69,20,10,"wt.119","Y","N","N",353.5274566474,362,"N","N","N","N","N","N","N"
"1306","008812062/20161006/S103887",2016-10-06,"05:29:56 PM","008812062","008812070","S103887","high","l.60","008812062","Zellik",4.274541,50.890028,38.589595375723,"Vlaams Brabant",36,"g8","k = 11",334,"mg3","N","N","008812070","Asse",4.207985,50.906488,38.589595375723,"Vlaams Brabant",36,"g8","k = 11",334,"mg3","N","N","1",2016-10-06 17:00:00,17,0,1020,"Thursday",9,1,1,"N","N","N","S",28,11,69,20,10,"wt.119","N","Y","Y",38.589595375723,36,"N","Y","N","Y","N","N","N"
"1307","008892007/20161006/IC3639",2016-10-06,"05:57:49 PM","008892007","008892080","IC3639","high","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892080","De Pinte",3.650465,50.997063,66.78901734104,"Oost-Vlaanderen",79,"g2","k = 11",343,"mg1","N","N","1",2016-10-06 18:00:00,18,0,1080,"Thursday",10,0,0,"N","N","N","IC",28,12,69,18,10,"wt.116","Y","Y","N",187.901734104045,211,"N","N","N","N","Y","N","N"
"1308","008891009/20161006/IC1827",2016-10-06,"06:27:19 PM","008891009","008891702","IC1827","high","l.50A","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","008891702","Oostende",2.925809,51.228212,59.895953757225,"West-Vlaanderen",84,"g11","k = 11",183,"mg1","N","N","1",2016-10-06 18:00:00,18,0,1080,"Thursday",10,0,0,"N","N","N","IC",10,12,65,21,10,"wt.113","N","Y","Y",112.157514450867,133.5,"N","N","N","N","N","N","N"
"1309","008892007/20161006/IC2839",2016-10-06,"06:55:34 PM","008892007","008891009","IC2839","low","l.50A","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","0",2016-10-06 19:00:00,19,0,1140,"Thursday",11,1,1,"N","N","N","IC",7,12,73,17,10,"wt.116","Y","N","N",236.71676300578,263,"N","N","N","N","N","N","N"
"1310","008891009/20161006/IC1807",2016-10-06,"07:34:51 PM","008891009","008892007","IC1807","high","l.50A","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","1",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","N","N","IC",10,11,72,18,10,"wt.116","Y","N","N",236.71676300578,263,"N","N","N","N","N","N","N"
"1311","008833001/20161006/IC2618",2016-10-06,"07:34:52 PM","008833001","008831401","IC2618","low","l.35","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"g3","k = 11",300,"mg1","N","N","0",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","N","N","IC",8,11,83,16,10,"wt.116","Y","Y","N",218.417630057805,189,"N","Y","N","Y","N","N","N"
"1312","008831401/20161006/P7306",2016-10-06,"07:35:40 PM","008831401","008812005","P7306","high","l.35","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"g3","k = 11",300,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","1",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","Y","Y","P",9,11,85,14,10,"wt.119","Y","N","N",362.592485549134,361.5,"N","N","N","Y","N","N","N"
"1313","008831401/20161006/IC2230",2016-10-06,"07:35:46 PM","008831401","008812005","IC2230","high","l.35","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"g3","k = 11",300,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","1",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","Y","Y","IC",17,11,85,14,10,"wt.119","Y","N","N",362.592485549134,361.5,"N","N","N","Y","N","N","N"
"1314","008833134/20161006/S203057",2016-10-06,"07:36:13 PM","008833134","008833001","S203057","high","l.139","008833134","Oud-Heverlee",4.653311,50.835931,49.895953757225,"Vlaams Brabant",11,"g3","k = 11",300,"mg2","N","Y","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","1",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","N","N","S",13,11,83,16,10,"wt.116","Y","Y","N",200.906069364163,155.5,"N","Y","N","Y","N","N","N"
"1315","008812005/20161006/IC3241",2016-10-06,"07:40:08 PM","008812005","008813003","IC3241","low","l.0","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"Y","Y","Y","IC",20,11,80,18,10,"wt.116","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"1318","008811411/20161006/S83990",2016-10-06,"08:10:11 PM","008811411","008812005","S83990","medium","l.161","008811411","Etterbeek",4.389513,50.822187,102.76589595376,"Bruxelles",78,"g9","k = 11",660,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","Y","Y","S",13,11,80,18,10,"wt.116","Y","Y","N",371.51589595376,361.5,"N","N","N","N","N","N","N"
"1319","008812005/20161006/IC3419",2016-10-06,"08:10:15 PM","008812005","008821600","IC3419","low","l.25","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","0",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"Y","N","Y","IC",17,11,80,18,10,"wt.116","Y","N","N",397.339595375725,371.5,"N","N","N","N","N","N","N"
"1320","008811411/20161006/S83990",2016-10-06,"08:18:01 PM","008811411","008812005","S83990","low","l.161","008811411","Etterbeek",4.389513,50.822187,102.76589595376,"Bruxelles",78,"g9","k = 11",660,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-06 20:00:00,20,0,1200,"Thursday",12,2,2,"N","Y","Y","S",13,11,80,18,10,"wt.116","Y","Y","N",371.51589595376,361.5,"N","N","N","N","N","N","N"
"1322","008881166/20161006/IC3709",2016-10-06,"09:25:42 PM","008881166","008819406","IC3709","high","l.96","008881166","Jurbeke",3.910694,50.530496,88.511560693642,"Hainaut",50,"g7","k = 11",63,"mg3","N","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","1",2016-10-06 21:00:00,21,0,1260,"Thursday",11,3,3,"N","Y","Y","IC",8,10,83,17,10,"wt.113","N","N","N",129.765895953756,111.5,"N","Y","Y","N","N","N","N"
"1323","008881166/20161006/IC3709",2016-10-06,"09:25:50 PM","008881166","008819406","IC3709","medium","l.96","008881166","Jurbeke",3.910694,50.530496,88.511560693642,"Hainaut",50,"g7","k = 11",63,"mg3","N","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","0",2016-10-06 21:00:00,21,0,1260,"Thursday",11,3,3,"N","Y","Y","IC",8,10,83,17,10,"wt.113","N","N","N",129.765895953756,111.5,"N","Y","Y","N","N","N","N"
"1324","008881166/20161006/IC3709",2016-10-06,"09:26:19 PM","008881166","008819406","IC3709","high","l.96","008881166","Jurbeke",3.910694,50.530496,88.511560693642,"Hainaut",50,"g7","k = 11",63,"mg3","N","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","1",2016-10-06 21:00:00,21,0,1260,"Thursday",11,3,3,"N","Y","Y","IC",8,10,83,17,10,"wt.113","N","N","N",129.765895953756,111.5,"N","Y","Y","N","N","N","N"
"1325","008812005/20161006/IC3709",2016-10-06,"09:50:39 PM","008812005","008819406","IC3709","high","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","1",2016-10-06 22:00:00,22,0,1320,"Thursday",10,4,4,"Y","Y","Y","IC",8,10,88,17,10,"wt.116","Y","Y","N",405.643063583815,409,"N","Y","N","N","N","N","N"
"1326","008841004/20161006/IC5382",2016-10-06,"10:16:41 PM","008841004","008841558","IC5382","low","l.37","008841004","Liège-Guillemins",5.566695,50.62455,269.12427745665,"Liège",119,"g6","k = 11",119,"mg1","N","N","008841558","Liège-Jonfosse",5.561131,50.640299,137.38439306358,"Liège",38,"g6","k = 11",119,"mg3","N","N","0",2016-10-06 22:00:00,22,0,1320,"Thursday",10,4,4,"N","N","N","IC",16,9,92,14,10,"wt.116","N","Y","N",203.254335260115,78.5,"N","N","N","N","N","N","N"
"1327","008892452/20161006/IC3604",2016-10-06,"10:31:13 PM","008892452","008892403","IC3604","low","l.75-73","008892452","Diksmuide",2.868943,51.032723,19.823699421965,"West-Vlaanderen",36,"g11","k = 11",183,"mg3","N","N","008892403","Kortemark",3.043459,51.025244,19.823699421965,"West-Vlaanderen",36,"g11","k = 11",183,"mg3","N","N","0",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","IC",28,10,79,18,10,"wt.116","N","Y","Y",19.823699421965,36,"N","N","N","N","Y","N","N"
"1328","008892452/20161006/P7006",2016-10-06,"10:31:27 PM","008892452","008892403","P7006","low","l.75-73","008892452","Diksmuide",2.868943,51.032723,19.823699421965,"West-Vlaanderen",36,"g11","k = 11",183,"mg3","N","N","008892403","Kortemark",3.043459,51.025244,19.823699421965,"West-Vlaanderen",36,"g11","k = 11",183,"mg3","N","N","0",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","P",15,10,79,18,10,"wt.116","N","Y","Y",19.823699421965,36,"N","N","N","N","Y","N","N"
"1329","008892403/20161006/P7006",2016-10-06,"10:31:31 PM","008892403","008892205","P7006","medium","l.75-73","008892403","Kortemark",3.043459,51.025244,19.823699421965,"West-Vlaanderen",36,"g11","k = 11",183,"mg3","N","N","008892205","Lichtervelde",3.127212,51.025163,53.095375722543,"West-Vlaanderen",64,"g11","k = 11",183,"mg1","N","N","0",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","P",15,9,86,14,10,"wt.116","N","Y","N",36.459537572254,50,"N","N","N","N","Y","N","N"
"1330","008892205/20161006/P7006",2016-10-06,"10:31:36 PM","008892205","008892254","P7006","medium","l.75-73","008892205","Lichtervelde",3.127212,51.025163,53.095375722543,"West-Vlaanderen",64,"g11","k = 11",183,"mg1","N","N","008892254","Tielt",3.330341,50.990842,19.890173410405,"West-Vlaanderen",36,"g2","k = 11",343,"mg3","N","N","0",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","P",15,9,86,14,10,"wt.116","N","N","N",36.492774566474,50,"N","N","N","N","Y","N","N"
"1331","008892007/20161006/IC3603",2016-10-06,"10:32:32 PM","008892007","008893559","IC3603","high","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008893559","Wetteren",3.881883,51.001603,74.606936416185,"Oost-Vlaanderen",109,"g1","k = 11",152,"mg1","N","N","1",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","IC",19,10,87,14,10,"wt.116","Y","N","N",191.810693641617,226,"N","N","N","N","N","N","N"
"1332","008833670/20161006/IC3603",2016-10-06,"10:32:40 PM","008833670","008833605","IC3603","low","l.36","008833670","Neerwinden",5.036323,50.763964,18.138728323699,"Vlaams Brabant",37,"g3","k = 11",300,"mg3","N","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","0",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","IC",19,9,91,14,10,"wt.122","N","Y","N",52.823699421965,73,"N","Y","N","Y","N","N","N"
"1333","008814001/20161006/IC3603",2016-10-06,"10:32:45 PM","008814001","008813003","IC3603","high","l.0","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"Y","Y","Y","IC",19,10,90,17,10,"wt.122","Y","Y","Y",660.390173410405,650.5,"N","N","N","N","N","N","N"
"1334","008819406/20161006/IC3603",2016-10-06,"10:32:49 PM","008819406","008833001","IC3603","high","l.36","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","1",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"Y","N","Y","IC",19,10,92,15,10,"wt.116","Y","N","N",261.468208092485,236.5,"N","Y","N","Y","N","N","N"
"1335","008891702/20161006/IC1807",2016-10-06,"10:56:22 PM","008891702","008821006","IC1807","medium","l.50A","008891702","Oostende",2.925809,51.228212,59.895953757225,"West-Vlaanderen",84,"g11","k = 11",183,"mg1","N","N","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","0",2016-10-06 23:00:00,23,0,1380,"Thursday",9,5,5,"N","N","N","IC",10,11,80,19,10,"wt.116","Y","N","N",263.939306358383,209,"N","N","N","N","N","N","N"
"1336","008893559/20161006/IC3605",2016-10-06,"11:40:53 PM","008893559","008813003","IC3605","high","l.50","008893559","Wetteren",3.881883,51.001603,74.606936416185,"Oost-Vlaanderen",109,"g1","k = 11",152,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-10-07 00:00:00,0,0,0,"Thursday",8,8,8,"N","Y","Y","IC",28,9,90,13,10,"wt.116","Y","N","N",354.385838150287,375,"N","N","N","N","N","N","N"
"1337","008831005/20161007/IC2228",2016-10-07,"06:18:06 AM","008831005","008812005","IC2228","low","l.35","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-07 06:00:00,6,0,360,"Friday",2,12,2,"N","Y","Y","IC",17,9,94,12,10,"wt.122","Y","N","N",410.432080924855,388.5,"N","N","N","N","N","N","N"
"1338","008821071/20161007/IC3328",2016-10-07,"06:42:50 AM","008821071","008821006","IC3328","high","l.12","008821071","Ekeren",4.434154,51.281626,45.696531791908,"Antwerpen",29,"g8","k = 11",334,"mg4","N","N","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","1",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","IC",14,9,91,13,10,"wt.116","Y","Y","N",256.839595375724,181.5,"N","N","N","N","N","N","Y"
"1339","008814167/20161007/S11956",2016-10-07,"06:53:33 AM","008814167","008811189","S11956","medium","l.124","008814167","Sint-Genesius-Rode",4.361997,50.74781,51.696531791908,"Vlaams Brabant",47,"g9","k = 11",660,"mg3","N","N","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","0",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","S",28,9,91,12,10,"wt.122","N","Y","N",91.054913294799,81.5,"N","Y","N","Y","N","N","N"
"1340","008814308/20161007/S61555",2016-10-07,"07:03:18 AM","008814308","008814001","S61555","low","l.96","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","Y","Y","S",20,9,91,12,10,"wt.122","Y","Y","N",434.356936416185,399.5,"N","N","N","Y","N","N","N"
"1341","008814464/20161007/S93257",2016-10-07,"07:09:11 AM","008814464","008814456","S93257","low","l.26","008814464","Diesdelle/Vivier d'Oie",4.374052,50.796145,59.682080924855,"Bruxelles",31,"g9","k = 11",660,"mg4","N","N","008814456","Boondaal/Boondael",4.393387,50.801665,59.682080924855,"Bruxelles",31,"g9","k = 11",660,"mg4","N","N","0",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","S",19,9,91,12,10,"wt.122","N","Y","Y",59.682080924855,31,"N","N","N","N","N","N","N"
"1342","008844206/20161007/L5277",2016-10-07,"07:11:51 AM","008844206","008844230","L5277","high","l.37","008844206","Pepinster",5.80615,50.568179,62.936416184971,"Liège",22,"g6","k = 11",119,"mg4","N","N","008844230","Nessonvaux",5.741581,50.572089,33.014450867052,"Liège",3,"g6","k = 11",119,"mg2","N","Y","1",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","L",11,8,94,14,10,"wt.122","N","Y","N",47.9754335260115,12.5,"N","N","N","N","N","N","N"
"1343","008811601/20161007/S86556",2016-10-07,"07:25:02 AM","008811601","008811676","S86556","high","l.161","008811601","Ottignies",4.56936,50.673667,253.4710982659,"Brabant Wallon",114,"g4","k = 11",114,"mg1","N","N","008811676","Louvain-la-Neuve-Université",4.615745,50.669793,79.942196531792,"Brabant Wallon",25,"g4","k = 11",114,"mg4","N","N","1",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","S",16,9,92,12,10,"wt.122","N","Y","N",166.706647398846,69.5,"N","N","N","N","N","N","N"
"1344","008811544/20161007/S86556",2016-10-07,"07:25:07 AM","008811544","008811601","S86556","high","l.161","008811544","Profondsart",4.549153,50.693758,18.28323699422,"Brabant Wallon",19,"g4","k = 11",114,"mg4","N","N","008811601","Ottignies",4.56936,50.673667,253.4710982659,"Brabant Wallon",114,"g4","k = 11",114,"mg1","N","N","1",2016-10-07 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","S",16,9,92,12,10,"wt.122","N","Y","N",135.87716763006,66.5,"N","N","N","N","N","N","N"
"1345","008821337/20161007/S11979",2016-10-07,"07:31:29 AM","008821337","008822004","S11979","low","l.25","008821337","Hove",4.465157,51.154114,31.939306358382,"Antwerpen",34,"g8","k = 11",334,"mg3","N","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-10-07 08:00:00,8,0,480,"Friday",0,10,0,"N","N","N","S",28,10,87,14,10,"wt.116","Y","N","N",169.231213872831,143.5,"N","N","N","N","N","N","N"
