"","occ_binary","line","hour","day_of_week","dist_rush","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","from.avg_stop_times","from.prov","from.count","from.groups","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.avg_stop_times","to.prov","to.count","to.groups","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","to_from_maj_hub","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12","in_group","in_group_maj"
"1277","L","l.0",7,"Thursday",1,"Y","IC",15,5,85,14,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"1278","L","l.37",7,"Thursday",1,"Y","IC",15,4,91,13,10,"wt.116",87.130057803468,"Liège",28,"g6",119,"mg4","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",360.647398843929,334.5,"N","N","N","N","N","N","N","N","N"
"1279","H","l.36",7,"Thursday",1,"Y","IC",11,5,84,12,10,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",493.040462427745,470.5,"N","N","N","Y","N","N","N","N","Y"
"1280","L","l.96",7,"Thursday",1,"Y","IC",19,5,85,15,10,"wt.113",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",434.356936416185,399.5,"N","N","N","Y","N","N","N","Y","N"
"1281","L","l.96",7,"Thursday",1,"N","IC",17,5,89,15,10,"wt.116",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",76.800578034682,"Brabant Wallon",50,"g9",660,"mg3","N","N","N",118.471098265896,73.5,"N","N","Y","N","N","N","N","N","N"
"1282","L","l.50",7,"Thursday",1,"Y","P",15,6,79,14,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"1283","L","l.0",8,"Thursday",0,"Y","S",22,6,80,15,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"1284","L","l.25",8,"Thursday",0,"N","S",27,6,76,14,10,"wt.113",67.687861271676,"Antwerpen",59,"g8",334,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",187.105491329478,156,"N","N","N","N","N","N","N","N","N"
"1285","L","l.50",8,"Thursday",0,"Y","IC",16,7,74,14,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",474.640173410405,494,"N","N","N","N","N","N","N","N","Y"
"1286","L","l.26",8,"Thursday",0,"N","S",25,6,81,15,10,"wt.116",37.742774566474,"Vlaams Brabant",19,"g9",660,"mg4","N","N",37.742774566474,"Vlaams Brabant",19,"g9",660,"mg4","N","N","N",37.742774566474,19,"N","Y","N","Y","N","N","N","Y","Y"
"1287","H","l.89",8,"Thursday",0,"Y","IC",10,7,78,16,10,"wt.113",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",346.705202312137,351.5,"N","N","N","N","N","N","N","N","N"
"1288","H","l.0",10,"Thursday",2,"Y","IC",7,8,71,16,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"1289","H","l.53",10,"Thursday",2,"N","IC",16,8,72,14,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",330.465317919075,321.5,"N","N","N","Y","N","N","N","N","Y"
"1290","L","l.96",10,"Thursday",2,"Y","IC",21,8,71,16,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N","Y",387.563583815031,355,"Y","N","N","N","N","N","N","N","N"
"1291","L","l.36",11,"Thursday",3,"Y","S",22,9,67,17,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N","N","Y"
"1292","L","l.36",14,"Thursday",4,"Y","IC",15,11,64,20,10,"wt.122",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N","N","Y"
"1293","L","l.161",15,"Thursday",3,"Y","S",19,11,65,21,10,"wt.122",59.682080924855,"Bruxelles",31,"g9",660,"mg4","N","N",142.60115606936,"Bruxelles",116,"g9",660,"mg1","N","N","N",101.141618497108,73.5,"N","N","N","N","N","N","N","Y","N"
"1294","L","l.4",15,"Thursday",3,"N","IC",7,12,62,19,10,"wt.119",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"1295","L","l.26",16,"Thursday",2,"Y","S",19,11,67,20,10,"wt.122",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N","N",59.0606936416185,71,"N","N","N","N","N","N","N","Y","N"
"1296","L","l.25",16,"Thursday",2,"N","IC",11,12,65,18,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N","N","Y"
"1297","L","l.25",16,"Thursday",2,"Y","IC",11,11,67,20,10,"wt.122",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",551.073699421965,487.5,"N","N","N","N","N","N","N","N","Y"
"1298","H","l.36",17,"Thursday",1,"Y","P",7,11,69,20,10,"wt.119",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",53.239884393064,"Liège",35,"g6",119,"mg3","N","N","Y",346.752890173412,340,"N","N","N","N","N","N","N","N","N"
"1299","L","l.35",17,"Thursday",1,"N","P",9,11,70,17,10,"wt.119",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",32.473988439306,"Vlaams Brabant",15,"g3",300,"mg4","N","N","Y",192.195086705203,157.5,"N","Y","N","Y","N","N","N","Y","N"
"1300","L","l.96",17,"Thursday",1,"Y","IC",20,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N","Y",434.356936416185,399.5,"N","Y","N","N","N","N","N","Y","N"
"1301","L","l.89",17,"Thursday",1,"Y","S",26,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N","Y",382.390173410407,354,"N","N","N","N","N","N","N","N","N"
"1302","L","l.89",17,"Thursday",1,"Y","S",26,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N","Y",382.390173410407,354,"N","N","N","N","N","N","N","N","N"
"1303","L","l.89",17,"Thursday",1,"Y","S",26,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N","Y",382.390173410407,354,"N","N","N","N","N","N","N","N","N"
"1304","H","l.35",17,"Thursday",1,"Y","IC",17,11,69,20,10,"wt.119",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N","Y",362.592485549134,361.5,"N","Y","N","N","N","N","N","N","N"
"1305","L","l.50A",17,"Thursday",1,"Y","P",15,11,69,20,10,"wt.119",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",66.78901734104,"Oost-Vlaanderen",79,"g2",343,"mg1","N","N","Y",353.5274566474,362,"N","N","N","N","N","N","N","N","N"
"1306","H","l.60",17,"Thursday",1,"N","S",28,11,69,20,10,"wt.119",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N","N",38.589595375723,36,"N","Y","N","Y","N","N","N","Y","Y"
"1307","H","l.75-73",18,"Thursday",0,"N","IC",28,12,69,18,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",66.78901734104,"Oost-Vlaanderen",79,"g2",343,"mg1","N","N","Y",187.901734104045,211,"N","N","N","N","Y","N","N","Y","N"
"1308","H","l.50A",18,"Thursday",0,"N","IC",10,12,65,21,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N","N",112.157514450867,133.5,"N","N","N","N","N","N","N","Y","Y"
"1309","L","l.50A",19,"Thursday",1,"N","IC",7,12,73,17,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"1310","H","l.50A",20,"Thursday",2,"N","IC",10,11,72,18,10,"wt.116",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"1311","L","l.35",20,"Thursday",2,"N","IC",8,11,83,16,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N","Y",218.417630057805,189,"N","Y","N","Y","N","N","N","Y","N"
"1312","H","l.35",20,"Thursday",2,"Y","P",9,11,85,14,10,"wt.119",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",362.592485549134,361.5,"N","N","N","Y","N","N","N","N","N"
"1313","H","l.35",20,"Thursday",2,"Y","IC",17,11,85,14,10,"wt.119",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",362.592485549134,361.5,"N","N","N","Y","N","N","N","N","N"
"1314","H","l.139",20,"Thursday",2,"N","S",13,11,83,16,10,"wt.116",49.895953757225,"Vlaams Brabant",11,"g3",300,"mg2","N","Y",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",200.906069364163,155.5,"N","Y","N","Y","N","N","N","Y","N"
"1315","L","l.0",20,"Thursday",2,"Y","IC",20,11,80,18,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"1318","L","l.161",20,"Thursday",2,"Y","S",13,11,80,18,10,"wt.116",102.76589595376,"Bruxelles",78,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",371.51589595376,361.5,"N","N","N","N","N","N","N","Y","N"
"1319","L","l.25",20,"Thursday",2,"Y","IC",17,11,80,18,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","Y",397.339595375725,371.5,"N","N","N","N","N","N","N","N","N"
"1320","L","l.161",20,"Thursday",2,"Y","S",13,11,80,18,10,"wt.116",102.76589595376,"Bruxelles",78,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",371.51589595376,361.5,"N","N","N","N","N","N","N","Y","N"
"1322","H","l.96",21,"Thursday",3,"Y","IC",8,10,83,17,10,"wt.113",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","N",129.765895953756,111.5,"N","Y","Y","N","N","N","N","N","N"
"1323","L","l.96",21,"Thursday",3,"Y","IC",8,10,83,17,10,"wt.113",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","N",129.765895953756,111.5,"N","Y","Y","N","N","N","N","N","N"
"1324","H","l.96",21,"Thursday",3,"Y","IC",8,10,83,17,10,"wt.113",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","N",129.765895953756,111.5,"N","Y","Y","N","N","N","N","N","N"
"1325","H","l.36",22,"Thursday",4,"Y","IC",8,10,88,17,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",405.643063583815,409,"N","Y","N","N","N","N","N","Y","N"
"1326","L","l.37",22,"Thursday",4,"N","IC",16,9,92,14,10,"wt.116",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",137.38439306358,"Liège",38,"g6",119,"mg3","N","N","N",203.254335260115,78.5,"N","N","N","N","N","N","N","Y","N"
"1327","L","l.75-73",23,"Thursday",5,"N","IC",28,10,79,18,10,"wt.116",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N","N",19.823699421965,36,"N","N","N","N","Y","N","N","Y","Y"
"1328","L","l.75-73",23,"Thursday",5,"N","P",15,10,79,18,10,"wt.116",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N","N",19.823699421965,36,"N","N","N","N","Y","N","N","Y","Y"
"1329","L","l.75-73",23,"Thursday",5,"N","P",15,9,86,14,10,"wt.116",19.823699421965,"West-Vlaanderen",36,"g11",183,"mg3","N","N",53.095375722543,"West-Vlaanderen",64,"g11",183,"mg1","N","N","N",36.459537572254,50,"N","N","N","N","Y","N","N","Y","N"
"1330","L","l.75-73",23,"Thursday",5,"N","P",15,9,86,14,10,"wt.116",53.095375722543,"West-Vlaanderen",64,"g11",183,"mg1","N","N",19.890173410405,"West-Vlaanderen",36,"g2",343,"mg3","N","N","N",36.492774566474,50,"N","N","N","N","Y","N","N","N","N"
"1331","H","l.50",23,"Thursday",5,"N","IC",19,10,87,14,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",74.606936416185,"Oost-Vlaanderen",109,"g1",152,"mg1","N","N","Y",191.810693641617,226,"N","N","N","N","N","N","N","N","N"
"1332","L","l.36",23,"Thursday",5,"N","IC",19,9,91,14,10,"wt.122",18.138728323699,"Vlaams Brabant",37,"g3",300,"mg3","N","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","N",52.823699421965,73,"N","Y","N","Y","N","N","N","Y","N"
"1333","H","l.0",23,"Thursday",5,"Y","IC",19,10,90,17,10,"wt.122",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"1334","H","l.36",23,"Thursday",5,"Y","IC",19,10,92,15,10,"wt.116",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",261.468208092485,236.5,"N","Y","N","Y","N","N","N","N","N"
"1335","L","l.50A",23,"Thursday",5,"N","IC",10,11,80,19,10,"wt.116",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",263.939306358383,209,"N","N","N","N","N","N","N","N","N"
"1336","H","l.50",0,"Thursday",8,"Y","IC",28,9,90,13,10,"wt.116",74.606936416185,"Oost-Vlaanderen",109,"g1",152,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",354.385838150287,375,"N","N","N","N","N","N","N","N","N"
"1337","L","l.35",6,"Friday",2,"Y","IC",17,9,94,12,10,"wt.122",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",410.432080924855,388.5,"N","N","N","N","N","N","N","N","N"
"1338","H","l.12",7,"Friday",1,"N","IC",14,9,91,13,10,"wt.116",45.696531791908,"Antwerpen",29,"g8",334,"mg4","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",256.839595375724,181.5,"N","N","N","N","N","N","Y","Y","N"
"1339","L","l.124",7,"Friday",1,"N","S",28,9,91,12,10,"wt.122",51.696531791908,"Vlaams Brabant",47,"g9",660,"mg3","N","N",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N","N",91.054913294799,81.5,"N","Y","N","Y","N","N","N","Y","N"
"1340","L","l.96",7,"Friday",1,"Y","S",20,9,91,12,10,"wt.122",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",434.356936416185,399.5,"N","N","N","Y","N","N","N","Y","N"
"1341","L","l.26",7,"Friday",1,"N","S",19,9,91,12,10,"wt.122",59.682080924855,"Bruxelles",31,"g9",660,"mg4","N","N",59.682080924855,"Bruxelles",31,"g9",660,"mg4","N","N","N",59.682080924855,31,"N","N","N","N","N","N","N","Y","Y"
"1342","H","l.37",7,"Friday",1,"N","L",11,8,94,14,10,"wt.122",62.936416184971,"Liège",22,"g6",119,"mg4","N","N",33.014450867052,"Liège",3,"g6",119,"mg2","N","Y","N",47.9754335260115,12.5,"N","N","N","N","N","N","N","Y","N"
"1343","H","l.161",7,"Friday",1,"N","S",16,9,92,12,10,"wt.122",253.4710982659,"Brabant Wallon",114,"g4",114,"mg1","N","N",79.942196531792,"Brabant Wallon",25,"g4",114,"mg4","N","N","N",166.706647398846,69.5,"N","N","N","N","N","N","N","Y","N"
"1344","H","l.161",7,"Friday",1,"N","S",16,9,92,12,10,"wt.122",18.28323699422,"Brabant Wallon",19,"g4",114,"mg4","N","N",253.4710982659,"Brabant Wallon",114,"g4",114,"mg1","N","N","N",135.87716763006,66.5,"N","N","N","N","N","N","N","Y","N"
"1345","L","l.25",8,"Friday",0,"N","S",28,10,87,14,10,"wt.116",31.939306358382,"Antwerpen",34,"g8",334,"mg3","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",169.231213872831,143.5,"N","N","N","N","N","N","N","N","N"
"1346","L","l.15",8,"Friday",0,"N","L",13,10,87,14,10,"wt.116",42.580924855491,"Antwerpen",25,"g8",334,"mg4","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",255.281791907515,179.5,"N","N","N","N","N","N","N","Y","N"
"1347","L","l.89",8,"Friday",0,"Y","IC",10,9,88,13,10,"wt.122",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",346.705202312137,351.5,"N","N","N","N","N","N","N","N","N"
"1348","L","l.89",8,"Friday",0,"Y","IC",10,9,88,13,10,"wt.122",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",346.705202312137,351.5,"N","N","N","N","N","N","N","N","N"
"1349","L","l.25",8,"Friday",0,"N","S",28,10,87,14,10,"wt.116",31.939306358382,"Antwerpen",34,"g8",334,"mg3","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",169.231213872831,143.5,"N","N","N","N","N","N","N","N","N"
"1350","H","l.35",8,"Friday",0,"N","P",9,9,86,12,10,"wt.176",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N","N",104.359826589594,94,"N","Y","N","Y","N","N","N","Y","Y"
"1351","L","l.25",8,"Friday",0,"N","S",28,10,87,14,10,"wt.116",31.939306358382,"Antwerpen",34,"g8",334,"mg3","N","N",31.939306358382,"Antwerpen",34,"g8",334,"mg3","N","N","N",31.939306358382,34,"N","N","N","N","N","N","N","Y","Y"
"1352","H","l.36",8,"Friday",0,"N","S",24,9,87,12,10,"wt.119",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N","N",72.329479768786,52,"N","Y","N","Y","N","N","N","Y","Y"
"1353","L","l.50",8,"Friday",0,"Y","P",11,9,83,11,10,"wt.122",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",352.228323699424,357,"N","N","N","N","N","N","N","N","N"
"1354","L","l.94",8,"Friday",0,"N","IC",12,9,91,13,10,"wt.122",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",66.294797687861,"Hainaut",49,"g1",152,"mg3","N","N","N",61.7413294797685,57.5,"Y","N","Y","N","N","N","N","Y","N"
"1355","L","l.53",8,"Friday",0,"N","IC",13,10,86,12,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",329.21965317919,276.5,"N","Y","N","N","N","N","N","Y","Y"
"1356","L","l.25",8,"Friday",0,"Y","IC",17,9,87,12,10,"wt.119",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",382.28901734104,378.5,"N","N","N","Y","N","N","N","Y","N"
"1357","H","l.25",8,"Friday",0,"Y","IC",14,9,87,12,10,"wt.119",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",382.28901734104,378.5,"N","N","N","Y","N","N","N","Y","N"
"1358","L","l.25",8,"Friday",0,"Y","IC",14,10,86,12,10,"wt.122",91.372832369942,"Antwerpen",76,"g3",300,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",362.768786127166,358.5,"N","N","N","N","N","N","N","N","N"
"1359","L","l.89",9,"Friday",1,"Y","IC",8,10,82,12,10,"wt.122",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",382.390173410407,354,"N","N","N","N","N","N","N","N","N"
"1360","L","l.50",9,"Friday",1,"Y","IC",7,10,80,11,10,"wt.122",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"1361","L","l.118",13,"Friday",5,"N","L",10,12,75,13,10,"wt.122",25.85838150289,"Hainaut",1,"g7",63,"mg2","N","Y",113.46242774566,"Hainaut",35,"g10",97,"mg3","N","N","N",69.660404624275,18,"Y","N","Y","N","N","N","N","N","N"
"1362","L","l.50A",14,"Friday",4,"N","IC",10,14,67,14,10,"wt.119",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"1363","H","l.94",15,"Friday",3,"N","IC",20,14,70,15,10,"wt.176",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N","N",119.643063583813,102.5,"Y","N","N","Y","N","N","N","N","Y"
"1364","H","l.0",15,"Friday",3,"Y","IC",16,15,69,15,10,"wt.176",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"1365","H","l.94",15,"Friday",3,"N","IC",20,15,70,16,10,"wt.176",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",35.127167630058,"Hainaut",42,"g1",152,"mg3","N","N","N",46.157514450867,54,"Y","N","Y","N","N","N","N","Y","N"
"1366","H","l.94",15,"Friday",3,"N","IC",20,15,70,16,10,"wt.176",35.127167630058,"Hainaut",42,"g1",152,"mg3","N","N",66.294797687861,"Hainaut",49,"g1",152,"mg3","N","N","N",50.7109826589595,45.5,"Y","N","Y","N","N","N","N","Y","Y"
"1367","L","l.94",15,"Friday",3,"N","IC",20,15,70,16,10,"wt.176",66.294797687861,"Hainaut",49,"g1",152,"mg3","N","N",35.083815028902,"Hainaut",42,"g7",63,"mg3","N","N","N",50.6893063583815,45.5,"Y","N","Y","N","N","N","N","N","Y"
"1368","L","l.94",16,"Friday",2,"N","IC",20,14,73,15,10,"wt.176",66.294797687861,"Hainaut",49,"g1",152,"mg3","N","N",35.083815028902,"Hainaut",42,"g7",63,"mg3","N","N","N",50.6893063583815,45.5,"Y","N","Y","N","N","N","N","N","Y"
"1369","L","l.94",16,"Friday",2,"N","IC",20,14,73,15,10,"wt.176",35.083815028902,"Hainaut",42,"g7",63,"mg3","N","N",109.78901734104,"Hainaut",55,"g7",63,"mg3","N","N","N",72.436416184971,48.5,"Y","N","Y","N","N","N","N","Y","Y"
"1370","L","l.35",16,"Friday",2,"N","IC",16,14,72,16,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",37.953757225434,"Limburg",42,"g5",132,"mg3","N","N","Y",194.934971098267,171,"N","N","N","Y","N","N","N","N","N"
"1371","L","l.96",16,"Friday",2,"Y","IC",8,14,74,15,10,"wt.176",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N","Y",400.203757225435,371,"Y","N","N","N","N","N","N","N","N"
"1372","L","l.50",16,"Friday",2,"Y","IC",15,14,70,14,10,"wt.119",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
